sex,geneChange,genename,M28L.wt,P522R.wt,P2KOhet.wt
MALE,upreg,Adra2a.mRNA,1,NA,NA
MALE,upreg,Cables1.mRNA,1,NA,NA
MALE,upreg,Xbp1.mRNA,1,NA,NA
MALE,upreg,Mtmr4.mRNA,1,1,1
MALE,upreg,Acin1.mRNA,1,NA,NA
MALE,upreg,Bhlhe41.mRNA,1,1,1
MALE,upreg,Arc.mRNA,1,1,1
MALE,upreg,Bhlhe40.mRNA,1,1,1
MALE,upreg,Prpf3.mRNA,1,NA,NA
MALE,upreg,Cdkn1a.mRNA,1,NA,NA
MALE,upreg,Adrb2.mRNA,1,1,1
MALE,upreg,Hspb1.mRNA,1,1,NA
MALE,upreg,Mapkapk2.mRNA,1,NA,NA
MALE,upreg,Smad3.mRNA,1,1,NA
MALE,upreg,Cers6.mRNA,1,1,1
MALE,upreg,Polr2h.mRNA,1,NA,NA
MALE,upreg,Ptpn1.mRNA,1,NA,NA
MALE,upreg,Nr4a2.mRNA,1,NA,NA
MALE,upreg,Fasl.mRNA,1,1,1
MALE,upreg,Egr1.mRNA,1,1,1
MALE,upreg,Ddx23.mRNA,1,NA,1
MALE,upreg,Srpr.mRNA,1,1,1
MALE,upreg,Slc2a1.mRNA,1,NA,NA
MALE,upreg,Cxxc1.mRNA,1,NA,NA
MALE,upreg,Gnb5.mRNA,1,NA,NA
MALE,upreg,Abl1.mRNA,1,NA,1
MALE,upreg,AI464131.mRNA,1,1,1
MALE,upreg,Nuak1.mRNA,1,NA,NA
MALE,upreg,Palm.mRNA,1,NA,NA
MALE,upreg,Fos.mRNA,1,1,1
MALE,upreg,Axin2.mRNA,1,1,1
MALE,upreg,Plcl2.mRNA,1,NA,NA
MALE,upreg,Prkcsh.mRNA,1,NA,NA
MALE,upreg,Diaph1.mRNA,1,NA,1
MALE,upreg,Mertk.mRNA,1,1,1
MALE,upreg,Calb2.mRNA,1,NA,NA
MALE,upreg,Arhgap44.mRNA,1,1,1
MALE,upreg,F2.mRNA,1,1,1
MALE,upreg,Trem1.mRNA,1,1,NA
MALE,upreg,Tbp.mRNA,1,1,1
MALE,upreg,Ptgs2.mRNA,1,1,1
MALE,upreg,Mapk3.mRNA,1,NA,NA
MALE,upreg,Gstp1.mRNA,1,NA,NA
MALE,upreg,Ddit3.mRNA,1,NA,NA
MALE,upreg,Nfkbia.mRNA,1,1,1
MALE,upreg,Crtc2.mRNA,1,1,1
MALE,upreg,Hap1.mRNA,1,NA,NA
MALE,upreg,Srsf4.mRNA,1,NA,NA
MALE,upreg,Sncaip.mRNA,1,NA,NA
MALE,upreg,Fam126a.mRNA,1,1,1
MALE,upreg,Cd8a.mRNA,1,1,1
MALE,upreg,Cysltr1.mRNA,1,NA,NA
MALE,upreg,Hspa1a.b.mRNA,1,NA,NA
MALE,upreg,Pla2g2f.mRNA,1,1,NA
MALE,upreg,Hmox1.mRNA,1,1,1
MALE,upreg,Cpt1b.mRNA,1,1,1
MALE,upreg,Atf4.mRNA,1,NA,NA
MALE,upreg,Phf2.mRNA,1,NA,NA
MALE,upreg,Ep300.mRNA,1,NA,NA
MALE,upreg,Crkl.mRNA,1,1,1
MALE,upreg,Mapk13.mRNA,1,1,1
MALE,upreg,Nostrin.mRNA,1,NA,NA
MALE,upreg,Tmem119.mRNA,1,1,1
MALE,upreg,Parp1.mRNA,1,NA,NA
MALE,upreg,Angpt2.mRNA,1,NA,NA
MALE,upreg,Mmp24.mRNA,1,NA,NA
MALE,upreg,Akt1s1.mRNA,1,NA,NA
MALE,upreg,Grm8.mRNA,1,NA,1
MALE,upreg,Jak2.mRNA,1,1,1
MALE,upreg,Plxnc1.mRNA,1,NA,NA
MALE,upreg,Map3k4.mRNA,1,1,1
MALE,upreg,Dbh.mRNA,1,1,1
MALE,upreg,Rhoa.mRNA,1,NA,NA
MALE,upreg,Egr2.mRNA,1,NA,1
MALE,upreg,Atp7a.mRNA,1,NA,NA
MALE,upreg,Pde4d.mRNA,1,NA,NA
MALE,upreg,Islr2.mRNA,1,1,1
MALE,upreg,Il1b.mRNA,1,1,1
MALE,upreg,Atp6v0e.mRNA,1,NA,NA
MALE,upreg,Dlg4.mRNA,1,NA,NA
MALE,upreg,Sf3b4.mRNA,1,NA,NA
MALE,upreg,P2ry1.mRNA,1,1,1
MALE,upreg,Gnai2.mRNA,1,NA,NA
MALE,upreg,Gsr.mRNA,1,NA,NA
MALE,upreg,Adar.mRNA,1,1,1
MALE,upreg,Dagla.mRNA,1,1,1
MALE,upreg,Ass1.mRNA,1,NA,NA
MALE,upreg,Usp21.mRNA,1,NA,NA
MALE,upreg,Drd1.mRNA,1,1,NA
MALE,upreg,Slc18a2.mRNA,1,1,1
MALE,upreg,Efnb3.mRNA,1,NA,NA
MALE,upreg,Dot1l.mRNA,1,NA,NA
MALE,upreg,Prkcz.mRNA,1,NA,NA
MALE,upreg,Lsm2.mRNA,1,NA,NA
MALE,upreg,Il6ra.mRNA,1,NA,NA
MALE,upreg,Klrb1.mRNA,1,1,NA
MALE,upreg,Stambpl1.mRNA,1,NA,NA
MALE,upreg,Mapk14.mRNA,1,1,1
MALE,upreg,Pink1.mRNA,1,NA,NA
MALE,upreg,Actn1.mRNA,1,NA,NA
MALE,upreg,Bcl2l1.mRNA,1,1,1
MALE,upreg,Fas.mRNA,1,1,1
MALE,upreg,Por.mRNA,1,1,1
MALE,upreg,Apaf1.mRNA,1,NA,NA
MALE,upreg,Serpinb6a.mRNA,1,NA,NA
MALE,upreg,Trim46.mRNA,1,NA,NA
MALE,upreg,Ap1s1.mRNA,1,NA,NA
MALE,upreg,Fn1.mRNA,1,1,1
MALE,upreg,Adgrl4.mRNA,1,NA,NA
MALE,upreg,Arhgef10.mRNA,1,1,1
MALE,upreg,Atp13a2.mRNA,1,1,NA
MALE,upreg,Npas2.mRNA,NA,1,1
MALE,upreg,Cltc.mRNA,NA,1,1
MALE,upreg,Anapc1.mRNA,NA,1,1
MALE,upreg,Slc8a1.mRNA,NA,1,1
MALE,upreg,Trim2.mRNA,NA,1,1
MALE,upreg,Gad1.mRNA,NA,1,1
MALE,upreg,Rasgrp1.mRNA,NA,1,1
MALE,upreg,Plcb1.mRNA,NA,1,1
MALE,upreg,Ubqln1.mRNA,NA,1,1
MALE,upreg,Cnr1.mRNA,NA,1,1
MALE,upreg,Unc79.mRNA,NA,1,1
MALE,upreg,Ryr2.mRNA,NA,1,1
MALE,upreg,Atp8a2.mRNA,NA,1,1
MALE,upreg,Slc4a10.mRNA,NA,1,1
MALE,upreg,U2af2.mRNA,NA,1,1
MALE,upreg,Ptprm.mRNA,NA,1,1
MALE,upreg,Ctnnb1.mRNA,NA,1,1
MALE,upreg,Cyfip2.mRNA,NA,1,1
MALE,upreg,Rasgrf1.mRNA,NA,1,1
MALE,upreg,Slc12a2.mRNA,NA,1,1
MALE,upreg,Atrn.mRNA,NA,1,1
MALE,upreg,Nrcam.mRNA,NA,1,1
MALE,upreg,Gad2.mRNA,NA,1,1
MALE,upreg,Cacna1c.mRNA,NA,1,1
MALE,upreg,Chrm5.mRNA,NA,1,1
MALE,upreg,Cx3cl1.mRNA,NA,1,1
MALE,upreg,Ncam1.mRNA,NA,1,1
MALE,upreg,Adam22.mRNA,NA,1,1
MALE,upreg,Cntn1.mRNA,NA,1,1
MALE,upreg,Khsrp.mRNA,NA,1,NA
MALE,upreg,Itpr1.mRNA,NA,1,1
MALE,upreg,Slc12a5.mRNA,NA,1,1
MALE,upreg,Gnai1.mRNA,NA,1,1
MALE,upreg,Tmem88b.mRNA,NA,1,NA
MALE,upreg,Mfn2.mRNA,NA,1,1
MALE,upreg,Atp2a2.mRNA,NA,1,1
MALE,upreg,Cd47.mRNA,NA,1,1
MALE,upreg,Grin1.mRNA,NA,1,1
MALE,upreg,Cacna2d3.mRNA,NA,1,NA
MALE,upreg,Gabra1.mRNA,NA,1,NA
MALE,upreg,Atp1a1.mRNA,NA,1,1
MALE,upreg,Atp6v1a.mRNA,NA,1,1
MALE,upreg,Serinc3.mRNA,NA,1,1
MALE,upreg,Ptprz1.mRNA,NA,1,1
MALE,upreg,Tbr1.mRNA,NA,1,1
MALE,upreg,Slc38a1.mRNA,NA,1,1
MALE,upreg,Scn8a.mRNA,NA,1,1
MALE,upreg,Fbxl3.mRNA,NA,1,1
MALE,upreg,Ret.mRNA,NA,1,1
MALE,upreg,Klhl12.mRNA,NA,1,1
MALE,upreg,Amph.mRNA,NA,1,1
MALE,upreg,Map2k1.mRNA,NA,1,1
MALE,upreg,Dnm3.mRNA,NA,1,1
MALE,upreg,Nsf.mRNA,NA,1,1
MALE,upreg,Pfn1.mRNA,NA,1,1
MALE,upreg,Nfe2l2.mRNA,NA,1,1
MALE,upreg,Nckap1.mRNA,NA,1,1
MALE,upreg,Atg2b.mRNA,NA,1,1
MALE,upreg,Atp2b3.mRNA,NA,1,1
MALE,upreg,Kcnq3.mRNA,NA,1,1
MALE,upreg,Acly.mRNA,NA,1,1
MALE,upreg,Gucy1b3.mRNA,NA,1,NA
MALE,upreg,Hsd17b4.mRNA,NA,1,1
MALE,upreg,Grm1.mRNA,NA,1,1
MALE,upreg,App.mRNA,NA,1,1
MALE,upreg,Braf.mRNA,NA,1,1
MALE,upreg,Lrp1.mRNA,NA,1,1
MALE,upreg,Ndufb5.mRNA,NA,1,NA
MALE,upreg,Ube4b.mRNA,NA,1,1
MALE,upreg,Cacna1e.mRNA,NA,1,NA
MALE,upreg,Aplp2.mRNA,NA,1,1
MALE,upreg,Egfr.mRNA,NA,1,1
MALE,upreg,Hacd3.mRNA,NA,1,NA
MALE,upreg,Bace1.mRNA,NA,1,1
MALE,upreg,Gria2.mRNA,NA,1,1
MALE,upreg,Chat.mRNA,NA,1,1
MALE,upreg,Tnr.mRNA,NA,1,1
MALE,upreg,Tbk1.mRNA,NA,1,1
MALE,upreg,Syn1.mRNA,NA,1,1
MALE,upreg,B4galt5.mRNA,NA,1,1
MALE,upreg,Ywhaz.mRNA,NA,1,NA
MALE,upreg,Notch3.mRNA,NA,1,1
MALE,upreg,Tanc2.mRNA,NA,1,1
MALE,upreg,Kpna1.mRNA,NA,1,1
MALE,upreg,Grin2a.mRNA,NA,1,1
MALE,upreg,Gaa.mRNA,NA,1,1
MALE,upreg,Atp5pb.mRNA,NA,1,NA
MALE,upreg,Trim28.mRNA,NA,1,1
MALE,upreg,Psmd6.mRNA,NA,1,NA
MALE,upreg,Pdgfra.mRNA,NA,1,1
MALE,upreg,Chrm2.mRNA,NA,1,1
MALE,upreg,Nptn.mRNA,NA,1,NA
MALE,upreg,Atp5g3.mRNA,NA,1,NA
MALE,upreg,Htt.mRNA,NA,1,1
MALE,upreg,Wdr35.mRNA,NA,1,NA
MALE,upreg,Fig4.mRNA,NA,1,1
MALE,upreg,Atp2b2.mRNA,NA,1,NA
MALE,upreg,Cacna1a.mRNA,NA,1,1
MALE,upreg,Npc1.mRNA,NA,1,1
MALE,upreg,Pde1b.mRNA,NA,1,1
MALE,upreg,Dlgap1.mRNA,NA,1,NA
MALE,upreg,C4a.b.mRNA,NA,1,1
MALE,upreg,Gpm6a.mRNA,NA,1,NA
MALE,upreg,Dlx2.mRNA,NA,1,1
MALE,upreg,Plaa.mRNA,NA,1,1
MALE,upreg,Sla.mRNA,NA,1,1
MALE,upreg,Got1.mRNA,NA,1,NA
MALE,upreg,Vcp.mRNA,NA,1,1
MALE,upreg,Tpsb2.mRNA,NA,1,1
MALE,upreg,Gria3.mRNA,NA,1,NA
MALE,upreg,Dock3.mRNA,NA,1,1
MALE,upreg,Drd4.mRNA,NA,1,1
MALE,upreg,Inpp4a.mRNA,NA,1,1
MALE,upreg,Sec23a.mRNA,NA,1,NA
MALE,upreg,Nos1ap.mRNA,NA,1,1
MALE,upreg,B4galt6.mRNA,NA,1,NA
MALE,upreg,Rhob.mRNA,NA,1,NA
MALE,upreg,Gnai3.mRNA,NA,1,1
MALE,upreg,Igf1.mRNA,NA,1,1
MALE,upreg,Kcnj10.mRNA,NA,1,1
MALE,upreg,Tsc1.mRNA,NA,1,1
MALE,upreg,Prkab2.mRNA,NA,1,1
MALE,upreg,Glrb.mRNA,NA,1,NA
MALE,upreg,Sorl1.mRNA,NA,1,NA
MALE,upreg,Ube3c.mRNA,NA,1,1
MALE,upreg,Ugt8a.mRNA,NA,1,1
MALE,upreg,Napsa.mRNA,NA,1,1
MALE,upreg,Rad23b.mRNA,NA,1,NA
MALE,upreg,Gba.mRNA,NA,1,1
MALE,upreg,Chrna7.mRNA,NA,1,NA
MALE,upreg,Kcnv1.mRNA,NA,1,NA
MALE,upreg,Notch1.mRNA,NA,1,1
MALE,upreg,Trim17.mRNA,NA,1,1
MALE,upreg,Atp1b1.mRNA,NA,1,NA
MALE,upreg,Btrc.mRNA,NA,1,1
MALE,upreg,Pla2g4d.mRNA,NA,1,1
MALE,upreg,Gfpt1.mRNA,NA,1,1
MALE,upreg,Plp1.mRNA,NA,1,NA
MALE,upreg,Park2.mRNA,NA,1,1
MALE,upreg,Kitl.mRNA,NA,1,1
MALE,upreg,Xk.mRNA,NA,1,NA
MALE,upreg,Cxcr4.mRNA,NA,1,1
MALE,upreg,Pla2g4f.mRNA,NA,1,1
MALE,upreg,Fbxw11.mRNA,NA,1,NA
MALE,upreg,Epha5.mRNA,NA,1,NA
MALE,upreg,Ntrk1.mRNA,NA,1,1
MALE,upreg,Wasf1.mRNA,NA,1,NA
MALE,upreg,Arg2.mRNA,NA,1,NA
MALE,upreg,Pdha1.mRNA,NA,1,NA
MALE,upreg,Ctse.mRNA,NA,1,1
MALE,upreg,Camk2g.mRNA,NA,1,1
MALE,upreg,Ltc4s.mRNA,NA,1,1
MALE,upreg,Hcn1.mRNA,NA,1,NA
MALE,upreg,Pmepa1.mRNA,NA,1,NA
MALE,upreg,Mtor.mRNA,NA,1,1
MALE,upreg,Gsn.mRNA,NA,1,1
MALE,upreg,Gabrr1.mRNA,NA,1,1
MALE,upreg,Slc1a3.mRNA,NA,1,NA
MALE,upreg,Lama2.mRNA,NA,1,1
MALE,upreg,Amigo2.mRNA,NA,1,NA
MALE,upreg,Pah.mRNA,NA,1,1
MALE,upreg,Mecp2.mRNA,NA,1,1
MALE,upreg,Stxbp1.mRNA,NA,1,1
MALE,upreg,Serpina3n.mRNA,NA,1,1
MALE,upreg,Gphn.mRNA,NA,1,NA
MALE,upreg,Chd4.mRNA,NA,1,1
MALE,upreg,Bdnf.mRNA,NA,1,NA
MALE,upreg,Pdpk1.mRNA,NA,1,1
MALE,upreg,Psmc2.mRNA,NA,1,1
MALE,upreg,Cd3d.mRNA,NA,1,1
MALE,upreg,Cxcl11.mRNA,NA,1,1
MALE,upreg,Ywhag.mRNA,NA,1,NA
MALE,upreg,Ache.mRNA,NA,1,1
MALE,upreg,Sgpl1.mRNA,NA,1,1
MALE,upreg,H2.Ea.ps.mRNA,NA,1,NA
MALE,upreg,Snap25.mRNA,NA,1,NA
MALE,upreg,Prl.mRNA,NA,1,1
MALE,upreg,Dgke.mRNA,NA,1,1
MALE,upreg,Bche.mRNA,NA,1,1
MALE,upreg,Hk1.mRNA,NA,1,1
MALE,upreg,Lamb2.mRNA,NA,1,1
MALE,upreg,Scn2a1.mRNA,NA,1,NA
MALE,upreg,Pkd2.mRNA,NA,1,NA
MALE,upreg,Fcrlb.mRNA,NA,1,1
MALE,upreg,Slc2a5.mRNA,NA,1,1
MALE,upreg,Erbb3.mRNA,NA,1,1
MALE,upreg,Cldn15.mRNA,NA,1,1
MALE,upreg,Cln8.mRNA,NA,1,1
MALE,upreg,Tnfrsf11b.mRNA,NA,1,1
MALE,upreg,Tcl1.mRNA,NA,1,1
MALE,upreg,Grm7.mRNA,NA,1,NA
MALE,upreg,Mthfr.mRNA,NA,1,NA
MALE,upreg,Cd4.mRNA,NA,1,NA
MALE,upreg,Slc9a6.mRNA,NA,1,NA
MALE,upreg,Plcb4.mRNA,NA,1,1
MALE,upreg,Atp6v1c1.mRNA,NA,1,NA
MALE,upreg,Slc6a4.mRNA,NA,1,NA
MALE,upreg,Cspg4.mRNA,NA,1,1
MALE,upreg,Pla2g4c.mRNA,NA,1,1
MALE,upreg,Cntnap1.mRNA,NA,1,NA
MALE,upreg,Cers1.mRNA,NA,1,1
MALE,upreg,Tnfrsf21.mRNA,NA,1,NA
MALE,upreg,Acadm.mRNA,NA,1,NA
MALE,upreg,Tusc3.mRNA,NA,1,NA
MALE,upreg,Pdgfrb.mRNA,NA,1,1
MALE,upreg,Syt1.mRNA,NA,1,1
MALE,upreg,Dnajc5.mRNA,NA,1,1
MALE,upreg,Atp2b4.mRNA,NA,1,NA
MALE,upreg,Pla2g2a.mRNA,NA,1,NA
MALE,upreg,P2ry14.mRNA,NA,1,NA
MALE,upreg,Etv5.mRNA,NA,1,NA
MALE,upreg,Nkg7.mRNA,NA,1,1
MALE,upreg,Chrnb2.mRNA,NA,1,1
MALE,upreg,Hectd1.mRNA,NA,1,1
MALE,upreg,Grin3a.mRNA,NA,1,NA
MALE,upreg,Cntn4.mRNA,NA,1,NA
MALE,upreg,Gzma.mRNA,NA,1,1
MALE,upreg,Prkag1.mRNA,NA,1,NA
MALE,upreg,Kcnd2.mRNA,NA,1,1
MALE,upreg,Fxn.mRNA,NA,1,NA
MALE,upreg,Sorcs3.mRNA,NA,1,1
MALE,upreg,Mkrn1.mRNA,NA,1,NA
MALE,upreg,Pgk1.mRNA,NA,1,NA
MALE,upreg,Tgm1.mRNA,NA,1,NA
MALE,upreg,Elmo1.mRNA,NA,1,NA
MALE,upreg,Marco.mRNA,NA,1,1
MALE,upreg,Ceacam3.mRNA,NA,1,1
MALE,upreg,Cdk5.mRNA,NA,1,NA
MALE,upreg,Th.mRNA,NA,1,1
MALE,upreg,Galc.mRNA,NA,1,NA
MALE,upreg,Nos1.mRNA,NA,1,NA
MALE,upreg,Gnb1.mRNA,NA,1,NA
MALE,upreg,Slc18a3.mRNA,NA,1,1
MALE,upreg,Camk2d.mRNA,NA,1,NA
MALE,upreg,Nmnat2.mRNA,NA,1,NA
MALE,upreg,Prf1.mRNA,NA,1,1
MALE,upreg,Entpd4.mRNA,NA,1,NA
MALE,upreg,Kcnk13.mRNA,NA,1,NA
MALE,upreg,Epha2.mRNA,NA,1,1
MALE,upreg,Hdac1.mRNA,NA,1,1
MALE,upreg,Slc10a6.mRNA,NA,1,1
MALE,upreg,Hdac6.mRNA,NA,1,1
MALE,upreg,Glra3.mRNA,NA,1,NA
MALE,upreg,Dll4.mRNA,NA,1,NA
MALE,upreg,Atg5.mRNA,NA,1,NA
MALE,upreg,Ubqln2.mRNA,NA,1,NA
MALE,upreg,Phf19.mRNA,NA,1,1
MALE,upreg,Ppp3cb.mRNA,NA,1,NA
MALE,upreg,Agmo.mRNA,NA,1,NA
MALE,upreg,Prkacb.mRNA,NA,1,NA
MALE,upreg,Il1r1.mRNA,NA,1,NA
MALE,upreg,Adcyap1r1.mRNA,NA,1,NA
MALE,upreg,Spib.mRNA,NA,1,NA
MALE,upreg,Raf1.mRNA,NA,1,NA
MALE,upreg,Gabrp.mRNA,NA,1,NA
MALE,upreg,Jak1.mRNA,NA,1,1
MALE,upreg,Cux2.mRNA,NA,1,NA
MALE,upreg,Ap3m2.mRNA,NA,1,NA
MALE,upreg,L1cam.mRNA,NA,1,NA
MALE,upreg,Ddc.mRNA,NA,1,1
MALE,upreg,C6.mRNA,NA,1,NA
MALE,upreg,Phyh.mRNA,NA,1,NA
MALE,upreg,Grin3b.mRNA,NA,1,NA
MALE,upreg,Ube2g1.mRNA,NA,1,NA
MALE,upreg,Unc80.mRNA,NA,1,NA
MALE,upreg,Scamp2.mRNA,NA,1,1
MALE,upreg,Ncr1.mRNA,NA,1,NA
MALE,upreg,Gpr17.mRNA,NA,1,1
MALE,upreg,Ctsl.mRNA,NA,1,1
MALE,upreg,Notch4.mRNA,NA,1,1
MALE,upreg,Adcy8.mRNA,NA,1,NA
MALE,upreg,Kel.mRNA,NA,1,1
MALE,upreg,Gls.mRNA,NA,1,NA
MALE,upreg,Acsl4.mRNA,NA,1,1
MALE,upreg,Drd2.mRNA,NA,1,NA
MALE,upreg,Shank2.mRNA,NA,1,NA
MALE,upreg,Foxp3.mRNA,NA,1,1
MALE,upreg,Cd8b1.mRNA,NA,1,NA
MALE,upreg,Il10ra.mRNA,NA,1,NA
MALE,upreg,Blk.mRNA,NA,1,1
MALE,upreg,Lgmn.mRNA,NA,1,NA
MALE,upreg,Cd3e.mRNA,NA,1,NA
MALE,upreg,Sphk1.mRNA,NA,1,NA
MALE,upreg,Tnfrsf1a.mRNA,NA,1,1
MALE,upreg,Tenm2.mRNA,NA,1,NA
MALE,upreg,Gnao1.mRNA,NA,1,NA
MALE,upreg,Dmd.mRNA,NA,1,NA
MALE,upreg,Gnptab.mRNA,NA,1,1
MALE,upreg,Ms4a4a.mRNA,NA,1,1
MALE,upreg,Inhbb.mRNA,NA,1,1
MALE,upreg,Hspa9.mRNA,NA,1,NA
MALE,upreg,Sybu.mRNA,NA,1,NA
MALE,upreg,Cdc42.mRNA,NA,1,NA
MALE,upreg,Spp1.mRNA,NA,1,NA
MALE,upreg,Htr5a.mRNA,NA,1,NA
MALE,upreg,Ryr3.mRNA,NA,1,1
MALE,upreg,Ptger4.mRNA,NA,1,1
MALE,upreg,Cyp2u1.mRNA,NA,1,1
MALE,upreg,Polr2b.mRNA,NA,1,1
MALE,upreg,Mmp19.mRNA,NA,1,NA
MALE,upreg,Avp.mRNA,NA,1,1
MALE,upreg,Igf1r.mRNA,NA,1,NA
MALE,upreg,Ldhc.mRNA,NA,1,1
MALE,upreg,Msr1.mRNA,NA,1,NA
MALE,upreg,Sh3tc2.mRNA,NA,1,NA
MALE,upreg,Eomes.mRNA,NA,1,1
MALE,upreg,Mbtps1.mRNA,NA,1,1
MALE,upreg,Slc6a1.mRNA,NA,1,NA
MALE,upreg,Ywhaq.mRNA,NA,1,NA
MALE,upreg,Dnah1.mRNA,NA,1,NA
MALE,upreg,Il10.mRNA,NA,1,NA
MALE,upreg,Nelfa.mRNA,NA,1,1
MALE,upreg,Mmp9.mRNA,NA,1,NA
MALE,upreg,Cpne2.mRNA,NA,1,NA
MALE,upreg,Cd40.mRNA,NA,1,NA
MALE,upreg,Rela.mRNA,NA,1,NA
MALE,upreg,Ptk2b.mRNA,NA,1,NA
MALE,upreg,Cxcl10.mRNA,NA,1,NA
MALE,upreg,Ank.mRNA,NA,1,NA
MALE,upreg,Gas6.mRNA,NA,1,NA
MALE,upreg,Epo.mRNA,NA,1,1
MALE,upreg,Dnm2.mRNA,NA,1,1
MALE,upreg,Abcc8.mRNA,NA,1,NA
MALE,upreg,Timp2.mRNA,NA,1,NA
MALE,upreg,Sqstm1.mRNA,NA,1,1
MALE,upreg,Tgfbr2.mRNA,NA,1,1
MALE,upreg,Ndufa10.mRNA,NA,1,NA
MALE,upreg,Gpnmb.mRNA,NA,1,NA
MALE,upreg,Mapk9.mRNA,NA,1,NA
MALE,upreg,Pias1.mRNA,NA,1,NA
MALE,upreg,Samm50.mRNA,NA,1,NA
